"ID","Date","Temperature","Humidity","Light","CO2","HumidityRatio","Occupancy"
"4565",2015-02-14 18:52:00,19.89,35.4,0,521,0.00508894378907528,0
"9308",2015-02-18 01:54:59,20.79,27.1,0,1538.5,0.00411211322882893,0
"2464",2015-02-13 07:51:00,20.89,25.695,0,524,0.00392179772778763,0
"8290",2015-02-17 08:57:00,20.79,30.89,405,835,0.00469153983182186,1
"6618",2015-02-16 05:05:00,20.39,25.7,0,787,0.00380279013184258,0
"6613",2015-02-16 04:59:59,20.39,25.79,0,787,0.00381618900121772,0
"6492",2015-02-16 02:58:59,20.39,27,0,865,0.00399638508339172,0
"5013",2015-02-15 02:19:59,20,34.345,0,547.5,0.00497011099675465,0
"4076",2015-02-14 10:43:00,20.26,36.3266666666667,63,511.666666666667,0.0053453416283563,0
"8701",2015-02-17 15:48:00,22.2,34.1633333333333,480.666666666667,1376.66666666667,0.00566538752646442,1
"3456",2015-02-14 00:23:00,20,34,0,509.666666666667,0.00491979069260134,0
"9058",2015-02-17 21:45:00,20.89,32.745,0,1529,0.00500649197877611,0
"2875",2015-02-13 14:42:00,23.29,27.5,547,556.5,0.00486585412367001,1
"8025",2015-02-17 04:32:00,20.5,30.34,0,741,0.0045251701586071,0
"1665",2015-02-12 18:32:00,21.79,28.1,0,589.5,0.00453661919727976,0
"5203",2015-02-15 05:30:00,20.1,32.29,0,565,0.00469972496770391,0
"6070",2015-02-15 19:57:00,20.39,32.5,0,676,0.00481676774943883,0
"9256",2015-02-18 01:02:59,20.89,28.1,0,1357,0.00429140262297937,0
"704",2015-02-12 02:31:00,20.6,25.1,0,555,0.00376220688145424,0
"5562",2015-02-15 11:29:00,22.39,28.7,347.5,631.75,0.00480816783272686,0
"6411",2015-02-16 01:38:00,20.29,28.1,0,905,0.00413449566052023,0
"7694",2015-02-16 23:00:59,20.3233333333333,30.29,0,712,0.00446829225557467,0
"6191",2015-02-15 21:58:00,20.29,31.29,0,715.5,0.00460733324720036,0
"9727",2015-02-18 08:54:00,20.84,26.895,7,1463.5,0.00409346476717158,0
"4495",2015-02-14 17:42:00,20,35.4,0,521,0.00512403916126793,0
"1182",2015-02-12 10:28:59,23.6,22.6333333333333,734.666666666667,796,0.00407519625439235,1
"3637",2015-02-14 03:23:59,19.7,36.5,0,504.5,0.00518639091440586,0
"241",2015-02-11 18:48:00,21.39,29.445,0,596,0.00463958534047274,0
"8870",2015-02-17 18:36:59,21.79,34.1266666666667,0,1491,0.00551822957180891,0
"3352",2015-02-13 22:38:59,20.2,31.7,0,508.5,0.00464206039591261,0
"2955",2015-02-13 16:01:59,22.29,30,444,601.25,0.00499697987960895,1
"7106",2015-02-16 13:13:00,21.5,28.2675,459,906.75,0.00448304346261749,1
"8456",2015-02-17 11:43:00,21.4266666666667,32.6266666666667,439,1099.66666666667,0.00515672927724083,1
"7883",2015-02-17 02:10:00,20,30.29,0,718,0.0043791751281533,0
"3279",2015-02-13 21:26:00,20.3566666666667,31.2,0,510.333333333333,0.00461308695981688,0
"9744",2015-02-18 09:10:59,20.79,27.1225,296,1467,0.00411554993495501,1
"5705",2015-02-15 13:52:00,22.2,30,69.75,661,0.00496945591117598,0
"6608",2015-02-16 04:54:59,20.39,25.79,0,789.5,0.00381618900121772,0
"5566",2015-02-15 11:32:59,22.5,28.7,330.75,631,0.00484067805248605,0
"5850",2015-02-15 16:17:00,21.29,31.79,31,661.666666666667,0.0049811802950783,0
"573",2015-02-12 00:20:00,20.6,27.2,0,506,0.00407903741219696,0
"825",2015-02-12 04:32:00,20.6,24.35,0,548,0.00364913081920754,0
"9334",2015-02-18 02:21:00,20.73,26.8233333333333,0,1213.66666666667,0.00405474965235427,0
"711",2015-02-12 02:38:00,20.6,24.89,0,555,0.00373054146419743,0
"2766",2015-02-13 12:53:00,23.79,25.2,740,599,0.00459333538321347,1
"2321",2015-02-13 05:28:00,20.79,25.03,0,570.333333333333,0.00379609758285656,0
"3707",2015-02-14 04:34:00,19.7,36.7,0,504.5,0.00521504776526353,0
"5073",2015-02-15 03:20:00,20.1,33.6266666666667,0,549.333333333333,0.00489580460502829,0
"1426",2015-02-12 14:32:59,23.7,24.43,87,599.666666666667,0.0044277570397796,1
"9665",2015-02-18 07:52:00,20.7,27.2,0,1420.33333333333,0.00410442230430706,0
"9735",2015-02-18 09:02:00,20.84,26.84,7,1452.5,0.00408503869569835,0
"6284",2015-02-15 23:31:00,20.23,30,0,723.5,0.00439957182221627,0
"1385",2015-02-12 13:52:00,24.025,24.1,181.75,681.5,0.00445434026978091,0
"5388",2015-02-15 08:35:00,20.2,30.5,28,609,0.00446507425916187,0
"3894",2015-02-14 07:40:59,19.6,37.9,0,508,0.00535340046582217,0
"2490",2015-02-13 08:17:00,20.9266666666667,25.5666666666667,13.3333333333333,518.333333333333,0.00391095368980967,0
"7674",2015-02-16 22:40:59,20.29,30.29,0,712,0.00445903147096821,0
"9564",2015-02-18 06:10:59,20.79,26.5,0,1566,0.00402048164742504,0
"5233",2015-02-15 06:00:00,20.1,32.29,0,567.5,0.00469972496770391,0
"2139",2015-02-13 02:25:59,21,24.54,0,579.5,0.00377001894389796,0
"6803",2015-02-16 08:10:00,20.39,24.29,0,821.5,0.00359294939221495,0
"9198",2015-02-18 00:04:59,20.89,29.4266666666667,0,1213.66666666667,0.00449547410244092,0
"6705",2015-02-16 06:32:00,20.39,25,0,801,0.00369859628538123,0
"340",2015-02-11 20:26:59,20.945,30.4,0,494.5,0.00466113858404688,0
"578",2015-02-12 00:24:59,20.6,26.65,0,506,0.00399602698167932,0
"319",2015-02-11 20:06:00,21,29.445,0,527.333333333333,0.00452904871919258,0
"257",2015-02-11 19:04:00,21.2,30,0,589.333333333333,0.00467251906656465,0
"7229",2015-02-16 15:16:00,21.745,28.7,439,874,0.00462138808835582,1
"7454",2015-02-16 19:01:00,21.0333333333333,30.29,0,825,0.00466962353320893,0
"8895",2015-02-17 19:01:59,21.5,34.1725,0,1475.75,0.00542771049918892,0
"1902",2015-02-12 22:28:59,21,27.1233333333333,0,562.333333333333,0.00416955040357335,0
"3025",2015-02-13 17:12:00,21.5333333333333,32,444,619,0.00509029082307654,1
"7034",2015-02-16 12:01:00,21.5,28.2,454,963,0.00447226142648379,1
"5280",2015-02-15 06:47:00,20,32.09,0,582,0.00464135189956235,0
"8447",2015-02-17 11:34:00,21.39,32.56,444,1082.66666666667,0.00513446082611697,1
"4647",2015-02-14 20:13:59,19.84,35.4,0,519,0.00507306175318557,0
"9222",2015-02-18 00:29:00,20.89,28.89,0,1118.5,0.00441290655887192,0
"5195",2015-02-15 05:22:00,20.1333333333333,32.2,0,570,0.00469627811640117,0
"8923",2015-02-17 19:30:00,21.2,34.29,0,1460.33333333333,0.00534643258419408,0
"2725",2015-02-13 12:11:59,24,25.2225,781.75,668,0.00465631476655091,1
"219",2015-02-11 18:26:00,21.7,28.76,0,578,0.00461830550644963,0
"649",2015-02-12 01:36:00,20.6,25.995,0,535.5,0.00389719781780647,0
"4068",2015-02-14 10:34:59,20.2,36.29,44,506.5,0.00531995617323106,0
"8939",2015-02-17 19:46:00,21.1333333333333,34.29,0,1490.5,0.0053244094190945,0
"5833",2015-02-15 16:00:00,21.4175,31.525,48,663,0.00497839436839377,0
"4336",2015-02-14 15:03:00,19.945,36,26.5,510.5,0.00519373775895339,0
"5734",2015-02-15 14:21:00,22,30.39,110,663.666666666667,0.00497309448529571,0
"37",2015-02-11 15:23:59,21.89,31.55,436.5,1047,0.00512966011940923,0
"1227",2015-02-12 11:13:59,24.075,22.4725,289,794.5,0.00416409271215082,0
"2007",2015-02-13 00:14:00,21,25.64,0,571.5,0.00394007967248868,0
"4151",2015-02-14 11:57:59,20.8233333333333,34.79,305,504.333333333333,0.00529986073820405,0
"3587",2015-02-14 02:34:00,19.79,36.29,0,503,0.00518542842869768,0
"4546",2015-02-14 18:33:00,19.89,35.45,0,524.5,0.00509619045388799,0
"7236",2015-02-16 15:23:00,21.7,28.745,439,854.5,0.00461587891843994,1
"5312",2015-02-15 07:19:00,20,31.745,0,588,0.00459108435153558,0
"912",2015-02-12 05:58:59,20.5,23.35,0,588,0.00347679353114021,0
"3155",2015-02-13 19:21:59,21,32.2,0,521,0.00495618242297541,0
"7619",2015-02-16 21:46:00,20.34,30.2,0,719.5,0.00445954341280494,0
"2691",2015-02-13 11:38:00,23.89,25.34,793.5,702,0.00464711605410508,1
"8302",2015-02-17 09:08:59,20.89,30.89,419,850.333333333333,0.00472072232152342,1
"7354",2015-02-16 17:21:00,21.945,30.05,433,969.5,0.0049004147387739,1
"7379",2015-02-16 17:45:59,21.945,30.245,419,991.75,0.00493246660701159,1
"1702",2015-02-12 19:08:59,21.5,28.245,0,566,0.00447944940933615,0
"4887",2015-02-15 00:14:00,19.9633333333333,35.6633333333333,0,529.333333333333,0.00515066138427544,0
"4727",2015-02-14 21:34:00,19.89,35.2,0,532,0.00505995880458261,0
"535",2015-02-11 23:42:00,20.6,27.79,0,498,0.00416810944355923,0
"1824",2015-02-12 21:10:59,21.2,27.145,0,557.5,0.00422483066882152,0
"2155",2015-02-13 02:42:00,20.945,25.34,0,578.5,0.00388046414479331,0
"4675",2015-02-14 20:42:00,19.89,35.4,0,526.666666666667,0.00508894378907528,0
"4159",2015-02-14 12:06:00,20.89,34.7,115.75,506.75,0.00530794920437607,0
"8797",2015-02-17 17:23:59,22.15,34.3225,438,1523.5,0.00567455590056388,1
"1850",2015-02-12 21:36:59,21.15,27.4,0,561,0.00425163175141405,0
"6837",2015-02-16 08:44:00,20.4633333333333,24.6,414.333333333333,841,0.0036556833355373,1
"1762",2015-02-12 20:09:00,21.26,27.93,0,557.666666666667,0.00436401057644065,0
"1050",2015-02-12 08:17:00,20.6,21.97,6,926.75,0.00329057322846479,0
